IDSubtitle	MovieName	MovieYear	LanguageName	ISO639	SubAddDate	ImdbID	SubFormat	SubSumCD	MovieReleaseName	MovieFPS	SeriesSeason	SeriesEpisode	SeriesIMDBParent	MovieKind	URL
6701044	"That Winter, the Wind Blows" Episode #1.1	2013	Russian	ru	2016-08-03 11:40:37	4403250	ssa	1	 That winter the wind blows_E01-Bears	29.970	1	1	2806646	tv	http://www.opensubtitles.org/subtitles/6701044/that-winter-the-wind-blows-episode-1-1-ru
6701045	G.I. Jane	1997	English	en	2016-08-03 11:45:52	119173	srt	1	G.I.Jane.1997.720p.BrRip.x264.YIFY	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701045/g-i-jane-en
6701046	La tierra y la sombra	2015	Spanish	es	2016-08-03 11:50:18	4663992	srt	1	 La tierra y la sombra (César Augusto Acevedo, 2015)	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701046/la-tierra-y-la-sombra-es
6701047	"Preacher" Call and Response	2016	English	en	2016-08-03 11:50:19	5236142	srt	1	 Preacher.S01E10.720p.WEB-DL.DD5.1.H264-RARBG	0.000	1	10	5016504	tv	http://www.opensubtitles.org/subtitles/6701047/preacher-call-and-response-en
6701048	The Legend of Tarzan	2016	Bulgarian	bg	2016-08-03 11:52:32	918940	srt	1	 The.Legend.of.Tarzan.2016.HC.HDRip.XviD.AC3-EVO	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701048/the-legend-of-tarzan-bg
6701049	"Ally McBeal" Angels and Blimps	1999	Finnish	fi	2016-08-03 11:53:12	510270	srt	1	Ally.Mcbeal.2x13.SAiNTS	25.000	2	13	118254	tv	http://www.opensubtitles.org/subtitles/6701049/ally-mcbeal-angels-and-blimps-fi
6701050	Embers	2015	English	en	2016-08-03 11:53:36	3503460	srt	1	Equals.2015.1080p.WEB-DL.DD5.1.H264-FGT.mkv	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701050/embers-en
6701051	"Ally McBeal" Pyramids on the Nile	1999	Finnish	fi	2016-08-03 11:54:02	510334	srt	1	Ally.Mcbeal.2x14.SAiNTS	25.000	2	14	118254	tv	http://www.opensubtitles.org/subtitles/6701051/ally-mcbeal-pyramids-on-the-nile-fi
6701052	"Major Crimes" Foreign Affairs	2016	Polish	pl	2016-08-03 11:54:22	5502594	srt	1	Major Crimes - 5x03 - Foreign Affairs 720p FLEET	0.000	5	3	1936532	tv	http://www.opensubtitles.org/subtitles/6701052/major-crimes-foreign-affairs-pl
6701053	"Ally McBeal" Sideshow	1999	Finnish	fi	2016-08-03 11:54:52	510342	srt	1	Ally.Mcbeal.2x15.SAiNTS	25.000	2	15	118254	tv	http://www.opensubtitles.org/subtitles/6701053/ally-mcbeal-sideshow-fi
6701054	"Ally McBeal" Sex, Lies and Politics	1999	Finnish	fi	2016-08-03 11:55:48	510340	srt	1	Ally.Mcbeal.2x16.SAiNTS	25.000	2	16	118254	tv	http://www.opensubtitles.org/subtitles/6701054/ally-mcbeal-sex-lies-and-politics-fi
6701055	"Robin Hood" Sheriff Got Your Tongue?	2006	Bosnian	bs	2016-08-03 11:56:14	820731	srt	1	 Robin.Hood.S01E02.720p.BluRay.x264-GG	29.970	1	2	787985	tv	http://www.opensubtitles.org/subtitles/6701055/robin-hood-sheriff-got-your-tongue-bs
6701056	"Game of Thrones" Walk of Punishment	2013	Japanese	ja	2016-08-03 11:56:50	2178802	srt	1	 Game.of.Thrones.S03E03.720p.HDTV.x264-EVOLVE_v2	23.976	3	3	944947	tv	http://www.opensubtitles.org/subtitles/6701056/game-of-thrones-walk-of-punishment-ja
6701057	Zombie Shark	2015	Arabic	ar	2016-08-03 11:59:50	4704918	srt	1	 Zombie.Shark.2015.BluRay.720p.600MB.Ganool.ag	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701057/zombie-shark-ar
6701058	Sharknado 4: The 4th Awakens	2016	English	en	2016-08-03 12:00:18	4831420	srt	1	Sharknado.4.The.4th.Awakens.2016.HDTV.x264-aAF-EVO	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701058/sharknado-4-the-4th-awakens-en
6701059	Cien anos de perdon	2016	Romanian	ro	2016-08-03 12:02:28	3655414	srt	1	To.Steal.from.a.Thief.2016.720p.BRRip.850MB.MkvCage	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701059/cien-anos-de-perdon-ro
6701060	Don't Torture a Duckling	1972	Czech	cs	2016-08-03 12:05:36	69019	srt	1	 non-si-sevizia-un-paperino-1972-cz-tit	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701060/don-t-torture-a-duckling-cs
6701062	Greystoke: The Legend of Tarzan, Lord of the Apes	1984	Czech	cs	2016-08-03 12:08:59	87365	srt	1	 The.Legend.of.Tarzan.2016.1080p.HDRip.KORSUB.x264.AAC2.0-STUTTERSHIT	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701062/greystoke-the-legend-of-tarzan-lord-of-the-apes-cs
6701064	Dough	2015	English	en	2016-08-03 12:09:55	1517471	srt	1	 Dough.2015.720p.BluRay.H264.AAC-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701064/dough-en
6701065	Dough	2015	English	en	2016-08-03 12:10:15	1517471	srt	1	 Dough.2015.720p.BluRay.H264.AAC-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701065/dough-en
6701066	Seal Team Six: The Raid on Osama Bin Laden	2012	English	en	2016-08-03 12:10:57	2095605	srt	1	 Seal Team Six - The Raid on Osama Bin Laden (2012)	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701066/seal-team-six-the-raid-on-osama-bin-laden-en
6701067	"Wrecked" Javier and the Gang	2016	English	en	2016-08-03 12:13:25	5824842	srt	1	Wrecked.2016.S01E09.HDTV.x264-LOL-DIMENSION	23.976	1	9	4168956	tv	http://www.opensubtitles.org/subtitles/6701067/wrecked-javier-and-the-gang-en
6701068	"Wrecked" Cop Tricks	2016	English	en	2016-08-03 12:14:25	5903240	srt	1	Wrecked.2016.S01E10.HDTV.x264-LOL-DIMENSION	23.976	1	10	4168956	tv	http://www.opensubtitles.org/subtitles/6701068/wrecked-cop-tricks-en
6701069	Enakku Innoru Per Irukku	2016	English	en	2016-08-03 12:14:29	5814958	srt	1	 Enakku Innoru Per Irukku (2016)[1080p HD - 5.1 - AVC - MP4 - 4GB - ESubs - Tamil]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701069/enakku-innoru-per-irukku-en
6701070	Joy	2015	German	de	2016-08-03 12:15:20	2446980	srt	1	 gs88-joy_forced	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701070/joy-de
6701071	The Legend of Tarzan	2016	Serbian	sr	2016-08-03 12:15:39	918940	srt	1	 The.Legend.of.Tarzan.2016.HC.HDRip.XviD.AC3-EVO[PRiME].lat	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701071/the-legend-of-tarzan-sr
6701072	"Pretty Little Liars" Wanted: Dead or Alive	2016	English	en	2016-08-03 12:17:10	5537924	srt	1	Pretty.Little.Liars.S07E06.HDTV.x264-LOL	23.976	7	6	1578873	tv	http://www.opensubtitles.org/subtitles/6701072/pretty-little-liars-wanted-dead-or-alive-en
6701073	Gray Lady Down	1978	Polish	pl	2016-08-03 12:19:04	77629	srt	1	Gray Lady Down (1978) - Charlton Heston - XviD	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701073/gray-lady-down-pl
6701074	"Agents of S.H.I.E.L.D." Spacetime	2016	Slovenian	sl	2016-08-03 12:24:49	4829172	srt	1	 Marvels.Agents.of.S.H.I.E.L.D.S03E15.HDTV.x264-KILLERS	23.976	3	15	2364582	tv	http://www.opensubtitles.org/subtitles/6701074/agents-of-s-h-i-e-l-d-spacetime-sl
6701075	Ya byl sputnikom solntsa	1959	Spanish	es	2016-08-03 12:26:07	141294	srt	1	Ya byl sputnikom solntsa	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701075/ya-byl-sputnikom-solntsa-es
6701076	"Ballers" Elidee	2016	Serbian	sr	2016-08-03 12:30:31	5516384	srt	1	 Ballers.2015.S02E03.720p.HDTV.x264-KILLERS	23.976	2	3	2891574	tv	http://www.opensubtitles.org/subtitles/6701076/ballers-elidee-sr
6701077	"Dead of Summer" Mix Tape	2016	Greek	el	2016-08-03 12:30:59	5684184	srt	1	 Dead.of.Summer.S01E03.WEB-DL.XviD-FUM	23.976	1	3	5210998	tv	http://www.opensubtitles.org/subtitles/6701077/dead-of-summer-mix-tape-el
6701078	"Grey's Anatomy" Staring at the Sun	2006	Serbian	sr	2016-08-03 12:31:12	900569	srt	1	 Greys.Anatomy.S03E08.480p.WEB.DL.nSD.x264-NhaNc3	0.000	3	8	413573	tv	http://www.opensubtitles.org/subtitles/6701078/grey-s-anatomy-staring-at-the-sun-sr
6701079	"BrainDead" Notes Toward a Post-Reagan Theory of Party Alliance, Tribalist, and Loyalty: Past as Prologue	2016	Italian	it	2016-08-03 12:32:51	5708004	srt	1	 Braindead.s01e06.italiansubs	23.976	1	6	4877736	tv	http://www.opensubtitles.org/subtitles/6701079/braindead-notes-toward-a-post-reagan-theory-of-party-alliance-tribalist-and-loyalty-past-as-prologue-it
6701080	"Vice Principals" A Trusty Steed	2016	Bulgarian	bg	2016-08-03 12:42:18	4404776	srt	1	 Vice.Principals.S01E02.HDTV.x264-KILLERS	23.976	1	2	3766376	tv	http://www.opensubtitles.org/subtitles/6701080/vice-principals-a-trusty-steed-bg
6701081	"Sesang Eodiedo Eobneun Chakhan Namja" Episode #1.18	2012	Romanian	ro	2016-08-03 12:44:53	2970616	srt	1	 The.Nice.Guys.2016.1080p.WEB-DL.AAC2.0.H264-FGT	25.000	1	18	2593336	tv	http://www.opensubtitles.org/subtitles/6701081/sesang-eodiedo-eobneun-chakhan-namja-episode-1-18-ro
6701082	"Bones" The Head in the Abutment	2016	Finnish	fi	2016-08-03 12:47:43	5526444	srt	1	Bones.S11E19.WEB-DL.XviD-FUM	0.000	11	19	460627	tv	http://www.opensubtitles.org/subtitles/6701082/bones-the-head-in-the-abutment-fi
6701083	Danton	1983	Portuguese (BR)	pb	2016-08-03 12:50:01	83789	srt	1	Danton.1983.BluRay.720p.DTS.x264-CHD	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701083/danton-pb
6701084	Urge	2016	Serbian	sr	2016-08-03 12:50:24	4083572	srt	1	WEB-DL.x264-FGT	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701084/urge-sr
6701085	"Pinocchio" Romeo and Juliet	2014	Bulgarian	bg	2016-08-03 12:59:21	4231116	srt	1	 Pinocchio.E04.141120.HDTV.H264.720p-LIMO	29.970	1	4	4201628	tv	http://www.opensubtitles.org/subtitles/6701085/pinocchio-romeo-and-juliet-bg
6701086	The Legend of Tarzan	2016	Greek	el	2016-08-03 13:00:28	918940	srt	1	The.Legend.of.Tarzan.2016.1080p.HDRip.KORSUB.x264.AAC2.0-STUTTERSHIT	29.970	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701086/the-legend-of-tarzan-el
6701087	Dillinger	1973	Russian	ru	2016-08-03 13:07:47	69976	srt	1	Dillinger 1973 720p BluRay - Delia	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701087/dillinger-ru
6701088	"Girls" Only Child	2014	Polish	pl	2016-08-03 13:08:13	3144358	srt	1	girls.s03e03.720p.hdtv.x264	0.000	3	5	1723816	tv	http://www.opensubtitles.org/subtitles/6701088/girls-only-child-pl
6701089	Dracula: Prince of Darkness	1966	Polish	pl	2016-08-03 13:08:22	59127	srt	1	Dracula.Prince.Of.Darkness.1966.1080p.BluRay.H264.AAC-RARBG	24.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701089/dracula-prince-of-darkness-pl
6701090	"Orange Is the New Black" The Animals	2016	Czech	cs	2016-08-03 13:09:10	5193130	srt	1	 Orange.is.the.New.Black.S04E12.720p.WEBRip.x264-SEM	23.980	4	12	2372162	tv	http://www.opensubtitles.org/subtitles/6701090/orange-is-the-new-black-the-animals-cs
6701091	Green Day: Bullet in a Bible	2005	Slovenian	sl	2016-08-03 13:11:48	485773	srt	1	Green.Day-Bullet.In.A.Bible[2005]DvDrip[Eng]-aXXo	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701091/green-day-bullet-in-a-bible-sl
6701092	Ride with the Devil	1999	French	fr	2016-08-03 13:19:44	134154	srt	1	 Chevauchée avec le Diable.srt	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701092/ride-with-the-devil-fr
6701093	"Elementary" Art Imitates Art	2016	Polish	pl	2016-08-03 13:20:49	5568944	srt	1	Elementary S04E20 Mp4 1080p	23.976	4	20	2191671	tv	http://www.opensubtitles.org/subtitles/6701093/elementary-art-imitates-art-pl
6701094	"Elementary" Ain't Nothing Like the Real Thing	2016	Polish	pl	2016-08-03 13:21:19	5568946	srt	1	Elementary S04E21 Mp4 1080p	23.976	4	21	2191671	tv	http://www.opensubtitles.org/subtitles/6701094/elementary-ain-t-nothing-like-the-real-thing-pl
6701095	"Elementary" Turn It Upside Down	2016	Polish	pl	2016-08-03 13:21:44	5588866	srt	1	Elementary S04E22 Mp4 1080p	23.976	4	22	2191671	tv	http://www.opensubtitles.org/subtitles/6701095/elementary-turn-it-upside-down-pl
6701096	"Elementary" A Difference in Kind	2016	Polish	pl	2016-08-03 13:22:09	5680670	srt	1	Elementary S04E24 Mp4 1080p	23.976	4	24	2191671	tv	http://www.opensubtitles.org/subtitles/6701096/elementary-a-difference-in-kind-pl
6701097	"The Flash" Out of Time	2015	Czech	cs	2016-08-03 13:22:11	4138338	srt	1	 Flash (2014) - 115 - Out of Time	23.976	1	15	3107288	tv	http://www.opensubtitles.org/subtitles/6701097/the-flash-out-of-time-cs
6701098	"The Fosters" Justify	2016	Hungarian	hu	2016-08-03 13:25:23	5606036	srt	1	The Fosters 4x06	0.000	4	6	2262532	tv	http://www.opensubtitles.org/subtitles/6701098/the-fosters-justify-hu
6701099	"Zoo" Jamie's Got a Gun	2016	Romanian	ro	2016-08-03 13:27:26	5627610	srt	1	 Zoo.S02E07.720p.HDTV.X264-DIMENSION[ettv]	23.976	2	7	3250026	tv	http://www.opensubtitles.org/subtitles/6701099/zoo-jamie-s-got-a-gun-ro
6701100	Prison Breaker	1936	Turkish	tr	2016-08-03 13:30:48	28139	srt	1	 Prison.Break.S01E02.WS.DVDRip.XviD-SAiNTS	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701100/prison-breaker-tr
6701101	"8 Simple Rules" Kerry's Video	2003	Czech	cs	2016-08-03 13:40:15	503821	srt	1	 S1 Episode 21 - Kerry's Video	23.976	1	21	312081	tv	http://www.opensubtitles.org/subtitles/6701101/8-simple-rules-kerry-s-video-cs
6701102	"Sesang Eodiedo Eobneun Chakhan Namja" Episode #1.18	2012	Bulgarian	bg	2016-08-03 13:43:53	2970616	srt	1	 The.Nice.Guys.2016.720p.HC.HDRip.X264.AC3-STUTTERSHIT	0.000	1	18	2593336	tv	http://www.opensubtitles.org/subtitles/6701102/sesang-eodiedo-eobneun-chakhan-namja-episode-1-18-bg
6701103	"Dead of Summer" Modern Love	2016	Greek	el	2016-08-03 13:46:40	5702224	srt	1	 Dead.of.Summer.S01E04.WEB-DL.XviD-FUM	23.976	1	4	5210998	tv	http://www.opensubtitles.org/subtitles/6701103/dead-of-summer-modern-love-el
6701104	Gunmen from Laredo	1959	Serbian	sr	2016-08-03 13:47:27	52869	srt	1	 Gunmen from Laredo (1959)	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701104/gunmen-from-laredo-sr
6701105	The Legend of Tarzan	2016	Portuguese	pt	2016-08-03 13:49:19	918940	srt	1	 The.Legend.of.Tarzan.2016.1080p.HDRip.[RENOMEAR]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701105/the-legend-of-tarzan-pt
6701106	"Ally McBeal" Civil War	1999	Finnish	fi	2016-08-03 13:50:26	510283	srt	1	Ally.Mcbeal.2x17.SAiNTS	25.000	2	17	118254	tv	http://www.opensubtitles.org/subtitles/6701106/ally-mcbeal-civil-war-fi
6701107	"Ally McBeal" Those Lips, That Hand	1999	Finnish	fi	2016-08-03 13:51:32	510368	srt	1	Ally.Mcbeal.2x18.SAiNTS	25.000	2	18	118254	tv	http://www.opensubtitles.org/subtitles/6701107/ally-mcbeal-those-lips-that-hand-fi
6701108	"Ally McBeal" Let's Dance	1999	Finnish	fi	2016-08-03 13:52:24	510313	srt	1	Ally.Mcbeal.2x19.SAiNTS	25.000	2	19	118254	tv	http://www.opensubtitles.org/subtitles/6701108/ally-mcbeal-let-s-dance-fi
6701110	"Casual" Phase 3	2016	Swedish	sv	2016-08-03 13:53:07	5197324	srt	1	 Casual.S02E01.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	1	4577466	tv	http://www.opensubtitles.org/subtitles/6701110/casual-phase-3-sv
6701111	"Casual" Trivial Pursuit	2016	Swedish	sv	2016-08-03 13:53:07	5479046	srt	1	 Casual.S02E02.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	2	4577466	tv	http://www.opensubtitles.org/subtitles/6701111/casual-trivial-pursuit-sv
6701112	"Casual" Such Good Friends	2016	Swedish	sv	2016-08-03 13:53:07	5502066	srt	1	 Casual.S02E03.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	3	4577466	tv	http://www.opensubtitles.org/subtitles/6701112/casual-such-good-friends-sv
6701113	"Casual" Big Green Egg	2016	Swedish	sv	2016-08-03 13:53:07	5505572	srt	1	 Casual.S02E04.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	4	4577466	tv	http://www.opensubtitles.org/subtitles/6701113/casual-big-green-egg-sv
6701114	"Casual" Bicycle Thieves	2016	Swedish	sv	2016-08-03 13:53:07	5537900	srt	1	 Casual.S02E05.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	5	4577466	tv	http://www.opensubtitles.org/subtitles/6701114/casual-bicycle-thieves-sv
6701115	"Casual" 100 Cows	2016	Swedish	sv	2016-08-03 13:53:07	5537902	srt	1	 Casual.S02E06.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	6	4577466	tv	http://www.opensubtitles.org/subtitles/6701115/casual-100-cows-sv
6701116	"Casual" Threesomes	2016	Swedish	sv	2016-08-03 13:53:07	5573860	srt	1	 Casual.S02E07.720p.HULU.WEBRip.AAC2.0.H.264-NTb.srt	0.000	2	7	4577466	tv	http://www.opensubtitles.org/subtitles/6701116/casual-threesomes-sv
6701117	"Casual" The Magpie	2016	Swedish	sv	2016-08-03 13:53:07	5573866	srt	1	 Casual.S02E08.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	8	4577466	tv	http://www.opensubtitles.org/subtitles/6701117/casual-the-magpie-sv
6701118	"Casual" Episode #2.9	2016	Swedish	sv	2016-08-03 13:53:07	5603748	srt	1	 Casual.S02E09.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	9	4577466	tv	http://www.opensubtitles.org/subtitles/6701118/casual-episode-2-9-sv
6701119	"Casual" Episode #2.10	2016	Swedish	sv	2016-08-03 13:53:07	5603752	srt	1	 Casual.S02E10.720p.WEBRip.x264-[eSc]	0.000	2	10	4577466	tv	http://www.opensubtitles.org/subtitles/6701119/casual-episode-2-10-sv
6701120	"Ally McBeal" Only the Lonely	1999	Finnish	fi	2016-08-03 13:53:19	510327	srt	1	Ally.Mcbeal.2x20.SAiNTS	25.000	2	20	118254	tv	http://www.opensubtitles.org/subtitles/6701120/ally-mcbeal-only-the-lonely-fi
6701121	"Ally McBeal" The Green Monster	1999	Finnish	fi	2016-08-03 13:54:18	510351	srt	1	Ally.Mcbeal.2x21.SAiNTS	25.000	2	21	118254	tv	http://www.opensubtitles.org/subtitles/6701121/ally-mcbeal-the-green-monster-fi
6701122	Power Rangers Time Force	2001	Turkish	tr	2016-08-03 13:54:32	256278	srt	1	 Superman The Animated Series - 2x21 #34 - Prototype	23.976	0	0	0	tv	http://www.opensubtitles.org/subtitles/6701122/power-rangers-time-force-tr
6701123	Mei ren yu	2016	Romanian	ro	2016-08-03 13:54:39	4701660	srt	1	 The Mermaid - Mei Ren Yu	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701123/mei-ren-yu-ro
6701124	"Ally McBeal" Love's Illusions	1999	Finnish	fi	2016-08-03 13:55:11	510319	srt	1	Ally.Mcbeal.2x22.SAiNTS	25.000	2	22	118254	tv	http://www.opensubtitles.org/subtitles/6701124/ally-mcbeal-love-s-illusions-fi
6701125	"The Last Ship" Sea Change	2016	Hungarian	hu	2016-08-03 13:55:31	5446732	srt	1	 The.Last.Ship.S03E08.720p.HDTV.X264-DIMENSION	23.976	3	8	2402207	tv	http://www.opensubtitles.org/subtitles/6701125/the-last-ship-sea-change-hu
6701126	"Ally McBeal" I Know Him by Heart	1999	Finnish	fi	2016-08-03 13:56:09	510303	srt	1	Ally.Mcbeal.2x23.SAiNTS	25.000	2	23	118254	tv	http://www.opensubtitles.org/subtitles/6701126/ally-mcbeal-i-know-him-by-heart-fi
6701127	Fuocoammare	2016	Greek	el	2016-08-03 13:56:37	3652526	srt	1	Fire.at.Sea.2016.1080p.BRRip.x264.Italian.AAC-ETRG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701127/fuocoammare-el
6701128	The Young Messiah	2016	Croatian	hr	2016-08-03 14:00:16	1002563	srt	1	 The Young Messiah	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701128/the-young-messiah-hr
6701129	Fuocoammare	2016	English	en	2016-08-03 14:03:10	3652526	srt	1	Fire.at.Sea.2016.	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701129/fuocoammare-en
6701131	"Difficult People" Unplugged	2016	Swedish	sv	2016-08-03 14:03:34	5239464	srt	1	 Difficult.People.S02E01.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	1	4676574	tv	http://www.opensubtitles.org/subtitles/6701131/difficult-people-unplugged-sv
6701132	"Difficult People" Kessler Epstein Foundation	2016	Swedish	sv	2016-08-03 14:03:34	5324032	srt	1	 Difficult.People.S02E02.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	2	4676574	tv	http://www.opensubtitles.org/subtitles/6701132/difficult-people-kessler-epstein-foundation-sv
6701133	"Difficult People" Italian Piñata	2016	Swedish	sv	2016-08-03 14:03:34	5326212	srt	1	 Difficult.People.S02E03.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	3	4676574	tv	http://www.opensubtitles.org/subtitles/6701133/difficult-people-italian-pinata-sv
6701134	"Difficult People" Blade Stallion	2016	Swedish	sv	2016-08-03 14:03:34	5530900	srt	1	 Difficult.People.S02E04.720p.HULU.WEBRip.AAC2.0.H.264-NTb	0.000	2	4	4676574	tv	http://www.opensubtitles.org/subtitles/6701134/difficult-people-blade-stallion-sv
6701135	"Difficult People" Episode #2.5	2016	Swedish	sv	2016-08-03 14:03:34	5530902	srt	1	 Difficult.People.S02E05.720p.WEBRip.x264-[eSc]	0.000	2	5	4676574	tv	http://www.opensubtitles.org/subtitles/6701135/difficult-people-episode-2-5-sv
6701136	Bite	2015	Portuguese (BR)	pb	2016-08-03 14:04:33	4264426	srt	1	 Bite.2015.1080p.BluRay.x264.DTS-HD.MA.5.1-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701136/bite-pb
6701138	"Scream: The TV Series" The Vanishing	2016	Swedish	sv	2016-08-03 14:08:53	5706662	srt	1	 Scream.S02E10.1080p.WEB-DL.AAC.2.0.H.264-dbR	0.000	2	10	3921180	tv	http://www.opensubtitles.org/subtitles/6701138/scream-the-tv-series-the-vanishing-sv
6701139	Mother's Day	2016	Greek	el	2016-08-03 14:10:26	4824302	srt	1	Mother's.Day.2016.720p.BluRay.x264-[YTS.AG]	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701139/mother-s-day-el
6701140	Massacre River	1949	Macedonian	mk	2016-08-03 14:10:47	41643	srt	1	 Massacre River (1949)	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701140/massacre-river-mk
6701141	Cea mai fericita fata din lume	2009	Portuguese (BR)	pb	2016-08-03 14:14:30	1157549	srt	1	Cea Mai Fericita Fata Din Lume	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701141/cea-mai-fericita-fata-din-lume-pb
6701142	"Submission" Smut	2016	German	de	2016-08-03 14:15:20	5632842	srt	1	Season: 1 - Episode: 3	23.976	1	3	5625066	tv	http://www.opensubtitles.org/subtitles/6701142/submission-smut-de
6701143	Powder River	1953	Greek	el	2016-08-03 14:17:58	46202	srt	1	 POWDER RIVER (1953)	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701143/powder-river-el
6701144	Bite	2015	English	en	2016-08-03 14:19:21	4264426	srt	1	Bite.2015.720p.BluRay.x264.DTS-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701144/bite-en
6701145	Bite	2015	English	en	2016-08-03 14:20:33	4264426	srt	1	Bite.2015.720p.BluRay.x264.DTS-RARBG	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701145/bite-en
6701146	Run, Fatboy, Run	2007	Bosnian	bs	2016-08-03 14:20:52	425413	srt	1	 Run Fat Boy Run[2007]DvDrip[Eng]-FXG-srp	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701146/run-fatboy-run-bs
6701147	"Robin Hood" Parent Hood	2006	Bosnian	bs	2016-08-03 14:21:03	820733	srt	1	 Robin.Hood.S01E04.720p.BluRay.x264-GG	29.970	1	4	787985	tv	http://www.opensubtitles.org/subtitles/6701147/robin-hood-parent-hood-bs
6701148	Still Alice	2014	Danish	da	2016-08-03 14:23:16	3316960	srt	1	still alice	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701148/still-alice-da
6701149	Still of the Night	1982	English	en	2016-08-03 14:23:36	84732	srt	1	Still.of.the.Night.1982.720p.BluRay.x264-SADPANDA	23.976	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701149/still-of-the-night-en
6701150	The Wailing	2016	Greek	el	2016-08-03 14:24:28	5215952	srt	1	the-wailing-2016-720p-web-dl-x264-ac3-melonebox	0.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701150/the-wailing-el
6701151	Auf kurze Distanz	2016	German	de	2016-08-03 14:26:13	4595360	srt	1	 Auf.kurze.Distanz.2016.German.1080p.BluRay.x264-WOMBAT	25.000	0	0	0	movie	http://www.opensubtitles.org/subtitles/6701151/auf-kurze-distanz-de
6701152	Teen Titans Go!	2013	English	en	2016-08-03 14:28:46	2771780	srt	1	 Teen.Titans.Go.S03E42.Open.Door.Policy.PREAiR.720p.WEBRip.x264-sCz	29.970	0	0	0	tv	http://www.opensubtitles.org/subtitles/6701152/teen-titans-go-en
6701153	"Grey's Anatomy" Things We Said Today	2013	Hebrew	he	2016-08-03 14:30:31	2523518	srt	1	 Greys.Anatomy.S09E12.HDTV.x264-LOL	23.976	9	10	413573	tv	http://www.opensubtitles.org/subtitles/6701153/grey-s-anatomy-things-we-said-today-he
6701154	"Teen Titans Go!" Garage Sale	2016	English	en	2016-08-03 14:31:13	5343402	srt	1	 Teen.Titans.Go.S03E21a.Coconut.Cream.Pie.1080p.WEB-DL.AAC2.0.H26-YFN	23.976	3	21	2771780	tv	http://www.opensubtitles.org/subtitles/6701154/teen-titans-go-garage-sale-en
